Date,Rank,Movie Title,Weekly Gross,Cumulative Gross,Genre,Original Language,Director,Release Date,Total Gross,Runtime,Distributor,Prod Co.
2020/3/6,14,Fantasy Island,"$1,250,282","$26,181,179",Adventure,English,Richard Lang,,,1h 40m,,Columbia Pictures Television
2020/3/6,15,Parasite,"$974,394","$53,147,844","Horror, Sci-fi",English,,,,1h 30m,,
2020/3/6,16,Portrait of a Lady on Fire,"$766,773","$3,589,054","History, Drama, Lgbtq+",French (France),Céline Sciamma,"Dec 6, 2019",$3.8M,2h 1m,Neon,"Lilies Films, Hold Up Films, arte France Cinéma"
2020/3/6,17,Baaghi 3,"$666,661","$666,661","Action, Romance",Hindi,Ahmed Khan,"Mar 6, 2020",$716.9K,2h 23m,FIP,"Fox Star Studios, Nadiadwala Grandson Entertainment"
2020/3/6,18,The Gentlemen,"$546,481","$36,190,665","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",$36.5M,1h 53m,STX Films,Toff Guy
2020/3/6,19,Dolittle,"$485,445","$76,960,975","Kids & family, Fantasy, Adventure, Comedy",English,Stephen Gaghan,"Jan 17, 2020",$77.0M,1h 40m,Universal Pictures,"Perfect World Pictures, Universal Pictures, Team Downey"
2020/3/6,20,The Photograph,"$470,270","$20,484,320",Drama,Indonesian,Nan Triveni Achnas,,,1h 34m,,"Centre national de la Cinématographie, Ministère des Affaires étrangères et du Développement International"
2020/3/13,1,Onward,"$11,796,458","$61,555,145","Kids & family, Comedy, Adventure, Fantasy, Animation",English,Dan Scanlon,"Mar 6, 2020",$60.4M,1h 43m,Walt Disney,"Walt Disney Pictures, Pixar Animation Studios"
2020/3/13,2,Bloodshot,"$10,021,787","$10,021,787","Horror, Romance",English (United Kingdom),Raoul Girard,,,1h 42m,,
2020/3/13,3,I Still Believe,"$9,868,521","$9,868,521","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",$9.1M,1h 55m,Lionsgate Films,Kevin Downes
2020/3/13,4,The Invisible Man,"$6,494,365","$64,914,050",Sci-fi,English,Robert Lewis,,,1h 14m,,
2020/3/13,5,The Hunt,"$5,812,500","$5,812,500",Mystery & thriller,Italian,Giuseppe Bennati,,,1h 26m,,
2020/3/13,6,Sonic The Hedgehog,"$2,835,142","$146,066,470","Kids & family, Comedy, Adventure, Fantasy",English,Jeff Fowler,,,1h 40m,,"Original Film, Paramount Pictures"
2020/3/13,7,The Way Back,"$2,569,641","$13,590,514",Drama,English,Peter Weir,"Jan 21, 2011",$2.7M,2h 13m,Newmarket Film Group,Exclusive Films
2020/3/13,8,The Call of the Wild,"$2,476,457","$62,342,368",Action,,D.W. Griffith,,,16m,,American Mutoscope & Biograph
2020/3/13,9,Emma.,"$1,419,380","$10,055,355","Romance, Drama",English (United Kingdom),Autumn de Wilde,"Mar 6, 2020",$9.9M,2h 5m,Focus Features,"Working Title Films, Perfect World Pictures, Blueprint Pictures"
2020/3/13,10,Bad Boys For Life,"$1,225,454","$204,417,855","Action, Comedy",English,"Adil El Arbi, Bilall Fallah","Jan 17, 2020",$204.3M,2h 4m,"Columbia Pictures, Sony Pictures Entertainment","2.0 Entertainment, Jerry Bruckheimer Films, Columbia Pictures"
2020/3/13,11,Birds of Prey (And the Fantabulous Emancipation…,"$649,904","$84,158,461","Action, Comedy",English,Cathy Yan,"Feb 7, 2020",$84.1M,1h 49m,Warner Bros. Pictures,"DC Entertainment, Clubhouse Pictures (II), Kroll & Co. Entertainment"
2020/3/13,12,Jumanji: The Next Level,"$468,842","$316,831,246","Adventure, Action, Comedy, Fantasy",English,Jake Kasdan,"Dec 13, 2019",$316.8M,2h 3m,"Columbia Pictures, Sony Pictures Entertainment","Matt Tolmach Productions, The Detective Agency, Seven Bucks Productions"
2020/3/13,13,Brahms: The Boy II,"$382,733","$12,611,536","Horror, Mystery & thriller",English,William Brent Bell,"Feb 21, 2020",$12.6M,1h 26m,STX Films,"STX Entertainment, Vertigo Entertainment, Lakeshore Entertainment"
2020/3/13,14,1917,"$380,615","$159,227,644","War, History, Drama",English,Sam Mendes,"Jan 10, 2020",$159.2M,1h 59m,Universal Pictures,"Neal Street Productions, Amblin Entertainment"
2020/3/13,15,Fantasy Island,"$260,603","$26,441,782",Adventure,English,Richard Lang,,,1h 40m,,Columbia Pictures Television
2020/3/13,16,The Gentlemen,"$106,189","$36,296,854","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",$36.5M,1h 53m,STX Films,Toff Guy
2020/3/13,17,The Photograph,"$93,865","$20,578,185",Drama,Indonesian,Nan Triveni Achnas,,,1h 34m,,"Centre national de la Cinématographie, Ministère des Affaires étrangères et du Développement International"
2020/3/13,18,Knives Out,"$93,503","$165,363,254","Mystery & thriller, Comedy, Drama",English,Rian Johnson,"Nov 27, 2019",$165.4M,2h 10m,Lionsgate Films,"FilmNation Entertainment, Media Rights Capital"
2020/3/13,19,Star Wars: The Rise of Skywalker,"$86,768","$515,202,542","Sci-fi, Adventure, Action, Fantasy",English,J.J. Abrams,"Dec 20, 2019",$515.2M,2h 22m,Walt Disney,"Lucasfilm Ltd., Bad Robot"
2020/3/13,20,Dolittle,"$86,090","$77,047,065","Kids & family, Fantasy, Adventure, Comedy",English,Stephen Gaghan,"Jan 17, 2020",$77.0M,1h 40m,Universal Pictures,"Perfect World Pictures, Universal Pictures, Team Downey"
2020/3/20,1,I Still Believe,"$37,812","$9,906,333","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",$9.1M,1h 55m,Lionsgate Films,Kevin Downes
2020/3/20,2,Saint Frances,"$24,480","$60,355","Comedy, Drama",English,Alex Thompson,"Feb 28, 2020",$16.1K,1h 46m,Oscilloscope Laboratories,
2020/3/20,3,"Phoenix, Oregon","$5,155","$23,511","Comedy, Drama",English,Gary Lundgren,,,1h 48m,,Joma Films
2020/3/20,4,Be Natural: The Untold Story Of Alice Guy-Blaché,$198,"$115,492",Documentary,English,Pamela B. Green,"Mar 15, 2019",$101.1K,1h 43m,"Zeitgeist Films, Kino Lorber",Wildwood Enterprises
2020/3/20,5,Lost in America,$102,"$11,301",Comedy,English,Albert Brooks,"Feb 8, 1985",,1h 31m,,"Marty Katz Productions, The Geffen Company"
2020/3/27,1,Saint Frances,"$22,771","$83,126","Comedy, Drama",English,Alex Thompson,"Feb 28, 2020",$16.1K,1h 46m,Oscilloscope Laboratories,
2020/3/27,2,I Still Believe,"$17,942","$9,924,275","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",$9.1M,1h 55m,Lionsgate Films,Kevin Downes
2020/3/27,3,Strike,"$2,802","$2,802",Comedy,English,Tommy Reid,,,1h 30m,,
2020/3/27,4,"Phoenix, Oregon","$2,256","$25,767","Comedy, Drama",English,Gary Lundgren,,,1h 48m,,Joma Films
2020/4/3,1,Saint Frances,"$18,129","$101,255","Comedy, Drama",English,Alex Thompson,"Feb 28, 2020",$16.1K,1h 46m,Oscilloscope Laboratories,
2020/4/3,2,I Still Believe,"$4,459","$9,928,734","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",$9.1M,1h 55m,Lionsgate Films,Kevin Downes
2020/4/3,3,"Phoenix, Oregon","$3,855","$29,622","Comedy, Drama",English,Gary Lundgren,,,1h 48m,,Joma Films
2020/4/3,4,The Other Lamb,"$2,070","$2,070","Drama, Horror",English,Małgorzata Szumowska,"Apr 3, 2020",$6.0K,1h 37m,IFC Midnight,"Subotica Entertainment, Rooks Nest Entertainment"
2020/4/3,5,Best of Catvideofest,"$1,026","$1,026",,,,,,,,
2020/4/10,1,Best of Catvideofest,"$20,541","$21,567",,,,,,,,
2020/4/10,2,Saint Frances,"$15,397","$116,652","Comedy, Drama",English,Alex Thompson,"Feb 28, 2020",$16.1K,1h 46m,Oscilloscope Laboratories,
2020/4/10,3,"Monero Means Money: Cryptocurrency 101, Live fr…","$3,500","$3,500",,,,,,,,
2020/4/10,4,Swallow,"$2,787","$29,156",Mystery & thriller,English,Carlo Mirabella-Davis,"Mar 6, 2020",$31.3K,1h 35m,IFC Films,"Syncopated Films, Charades, Stand Alone Productions, Logical Pictures"
2020/4/10,5,The Other Lamb,"$2,490","$4,560","Drama, Horror",English,Małgorzata Szumowska,"Apr 3, 2020",$6.0K,1h 37m,IFC Midnight,"Subotica Entertainment, Rooks Nest Entertainment"
2020/4/17,1,Other Music,"$37,191","$37,191","Documentary, Musical",,"Puloma Basu, Rob Hatch-Miller","Apr 15, 2020",,1h 23m,Factory 25,
2020/4/17,2,Best of Catvideofest,"$12,720","$34,287",,,,,,,,
2020/4/17,3,I Still Believe,"$11,204","$9,942,768","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",$9.1M,1h 55m,Lionsgate Films,Kevin Downes
2020/4/17,4,Saint Frances,"$10,623","$127,275","Comedy, Drama",English,Alex Thompson,"Feb 28, 2020",$16.1K,1h 46m,Oscilloscope Laboratories,
2020/4/17,6,Resistance,"$4,263","$4,263",Drama,English,"Ken McMullen, Christopher Rodrigues",,,1h 30m,,
2020/4/17,5,Swallow,"$4,263","$33,419",Mystery & thriller,English,Carlo Mirabella-Davis,"Mar 6, 2020",$31.3K,1h 35m,IFC Films,"Syncopated Films, Charades, Stand Alone Productions, Logical Pictures"
2020/4/17,7,"Monero Means Money: Cryptocurrency 101, Live fr…",$330,"$3,830",,,,,,,,
2020/4/24,1,I Still Believe,"$15,448","$9,958,216","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",$9.1M,1h 55m,Lionsgate Films,Kevin Downes
2020/4/24,2,True History Of The Kelly Gang,"$15,030","$15,030","Crime, Drama, Biography",English (Australia),Justin Kurzel,"Apr 24, 2020",$33.8K,2h 4m,IFC Films,"Screen Australia, Film4, Porchlight Films, Film Victoria, Daybreak Pictures, La Cinéfacture"
2020/4/24,3,Resistance,"$3,201","$7,464",Drama,English,"Ken McMullen, Christopher Rodrigues",,,1h 30m,,
2020/5/1,1,The Wretched,"$95,686","$95,686",Drama,Hindi,Shlok Sharma,,,2h 18m,,
2020/5/1,2,I Still Believe,"$52,382","$10,010,598","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",$9.1M,1h 55m,Lionsgate Films,Kevin Downes
2020/5/1,3,Disappearance at Clifton Hill,"$18,466","$21,915","Drama, Mystery & thriller",English,Albert Shin,"Feb 28, 2020",$23.7K,1h 40m,IFC Midnight,Rhombus Media
2020/5/1,4,True History Of The Kelly Gang,"$16,010","$31,040","Crime, Drama, Biography",English (Australia),Justin Kurzel,"Apr 24, 2020",$33.8K,2h 4m,IFC Films,"Screen Australia, Film4, Porchlight Films, Film Victoria, Daybreak Pictures, La Cinéfacture"
2020/5/1,5,The Other Lamb,"$1,199","$6,024","Drama, Horror",English,Małgorzata Szumowska,"Apr 3, 2020",$6.0K,1h 37m,IFC Midnight,"Subotica Entertainment, Rooks Nest Entertainment"
2020/5/8,1,The Wretched,"$116,271","$211,957",Drama,Hindi,Shlok Sharma,,,2h 18m,,
2020/5/8,2,I Still Believe,"$51,595","$10,062,193","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",$9.1M,1h 55m,Lionsgate Films,Kevin Downes
2020/5/8,3,How to Build a Girl,"$19,802","$19,802",Comedy,English (United Kingdom),Coky Giedroyc,,$70.5K,1h 42m,,"Film 4, Monumental Pictures, Lionsgate"
2020/5/8,4,Disappearance at Clifton Hill,"$3,169","$25,084","Drama, Mystery & thriller",English,Albert Shin,"Feb 28, 2020",$23.7K,1h 40m,IFC Midnight,Rhombus Media
2020/5/8,5,True History Of The Kelly Gang,"$1,909","$32,949","Crime, Drama, Biography",English (Australia),Justin Kurzel,"Apr 24, 2020",$33.8K,2h 4m,IFC Films,"Screen Australia, Film4, Porchlight Films, Film Victoria, Daybreak Pictures, La Cinéfacture"
2020/5/8,6,The Burnt Orange Heresy,$145,"$39,733",Mystery & thriller,English,Giuseppe Capotondi,"Mar 6, 2020",$143.8K,1h 39m,Sony Pictures Classics,"Indiana Production Company, Rumble Films"
2020/5/15,1,The Wretched,"$150,652","$362,609",Drama,Hindi,Shlok Sharma,,,2h 18m,,
2020/5/15,2,I Still Believe,"$62,577","$10,124,770","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",$9.1M,1h 55m,Lionsgate Films,Kevin Downes
2020/5/15,3,How to Build a Girl,"$47,708","$67,510",Comedy,English (United Kingdom),Coky Giedroyc,,$70.5K,1h 42m,,"Film 4, Monumental Pictures, Lionsgate"
2020/5/15,4,Circles: The Restorative Justice Project,"$5,763","$5,763",,,,,,,,
2020/5/15,5,Strike,"$5,226","$5,226",Comedy,English,Tommy Reid,,,1h 30m,,
2020/5/15,6,The Burnt Orange Heresy,$100,"$39,833",Mystery & thriller,English,Giuseppe Capotondi,"Mar 6, 2020",$143.8K,1h 39m,Sony Pictures Classics,"Indiana Production Company, Rumble Films"
2020/5/22,1,The Wretched,"$297,319","$659,928",Drama,Hindi,Shlok Sharma,,,2h 18m,,
2020/5/22,2,I Still Believe,"$40,501","$10,165,271","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",$9.1M,1h 55m,Lionsgate Films,Kevin Downes
2020/5/22,3,Strike,"$3,805","$9,031",Comedy,English,Tommy Reid,,,1h 30m,,
2020/5/22,4,Circles: The Restorative Justice Project,"$2,674","$8,437",,,,,,,,
2020/5/22,5,The Trip to Greece,"$1,365","$1,365","Comedy, Drama",English,Michael Winterbottom,"May 22, 2020",$7.7K,1h 52m,IFC Films,Revolution Films
2020/5/22,6,How to Build a Girl,"$1,347","$68,857",Comedy,English (United Kingdom),Coky Giedroyc,,$70.5K,1h 42m,,"Film 4, Monumental Pictures, Lionsgate"
2020/5/22,7,True History Of The Kelly Gang,$324,"$33,343","Crime, Drama, Biography",English (Australia),Justin Kurzel,"Apr 24, 2020",$33.8K,2h 4m,IFC Films,"Screen Australia, Film4, Porchlight Films, Film Victoria, Daybreak Pictures, La Cinéfacture"
2020/5/22,8,The Burnt Orange Heresy,$60,"$39,893",Mystery & thriller,English,Giuseppe Capotondi,"Mar 6, 2020",$143.8K,1h 39m,Sony Pictures Classics,"Indiana Production Company, Rumble Films"
2020/5/29,-,The Wretched,"$253,717","$913,645",Drama,Hindi,Shlok Sharma,,,2h 18m,,
2020/5/29,-,I Still Believe,"$30,844","$10,196,115","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",$9.1M,1h 55m,Lionsgate Films,Kevin Downes
2020/5/29,-,Strike,"$1,802","$10,833",Comedy,English,Tommy Reid,,,1h 30m,,
2020/5/29,-,Circles: The Restorative Justice Project,"$1,284","$9,721",,,,,,,,
2020/5/29,-,Max Winslow and the House of Secrets,"$1,129","$1,129","Fantasy, Mystery & thriller",English,Sean Olson,,,1h 38m,,"Skipstone Pictures, Standing Room Only Cinema"
2020/5/29,-,The Trip to Greece,$594,"$1,959","Comedy, Drama",English,Michael Winterbottom,"May 22, 2020",$7.7K,1h 52m,IFC Films,Revolution Films
2020/5/29,-,How to Build a Girl,$298,"$69,155",Comedy,English (United Kingdom),Coky Giedroyc,,$70.5K,1h 42m,,"Film 4, Monumental Pictures, Lionsgate"
2020/5/29,-,True History Of The Kelly Gang,$53,"$33,434","Crime, Drama, Biography",English (Australia),Justin Kurzel,"Apr 24, 2020",$33.8K,2h 4m,IFC Films,"Screen Australia, Film4, Porchlight Films, Film Victoria, Daybreak Pictures, La Cinéfacture"
2020/6/5,-,The Wretched,"$310,035","$1,223,680",Drama,Hindi,Shlok Sharma,,,2h 18m,,
2020/6/5,-,Becky,"$294,432","$294,432","Romance, Comedy",,John P. McCarthy,"Nov 12, 1927",,58m,Metro-Goldwyn-Mayer,
2020/6/5,-,I Still Believe,"$43,257","$10,239,372","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",$9.1M,1h 55m,Lionsgate Films,Kevin Downes
2020/6/5,-,Max Winslow and the House of Secrets,"$2,632","$3,761","Fantasy, Mystery & thriller",English,Sean Olson,,,1h 38m,,"Skipstone Pictures, Standing Room Only Cinema"
2020/6/5,-,Sex and the Future,"$1,240","$1,240",Comedy,English,"Luis Carlos Hueck, Ethan Zvi Kaplan","Jun 5, 2020",$5.7K,1h 20m,Indican Pictures,Don Kap Productions
2020/6/5,-,Strike,"$1,239","$12,072",Comedy,English,Tommy Reid,,,1h 30m,,
2020/6/5,-,The Gentlemen,"$1,092","$36,298,217","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",$36.5M,1h 53m,STX Films,Toff Guy
2020/6/5,-,How to Build a Girl,"$1,082","$70,237",Comedy,English (United Kingdom),Coky Giedroyc,,$70.5K,1h 42m,,"Film 4, Monumental Pictures, Lionsgate"
2020/6/5,-,The Fox Hunter,$780,$780,Comedy,English,Patrick Shanahan,"Jun 5, 2020",$1.5K,1h 27m,Indican Pictures,Denim Buffalo Films
2020/6/5,-,The Trip to Greece,$548,"$2,507","Comedy, Drama",English,Michael Winterbottom,"May 22, 2020",$7.7K,1h 52m,IFC Films,Revolution Films
2020/6/5,-,Circles: The Restorative Justice Project,$539,"$10,260",,,,,,,,
2020/6/12,-,Becky,"$270,848","$565,280","Romance, Comedy",,John P. McCarthy,"Nov 12, 1927",,58m,Metro-Goldwyn-Mayer,
2020/6/12,-,The Wretched,"$243,432","$1,467,112",Drama,Hindi,Shlok Sharma,,,2h 18m,,
2020/6/12,-,Infamous,"$215,752","$215,752","Drama, Lgbtq+",English,Douglas McGrath,"Oct 13, 2006",$1.2M,1h 58m,Warner Independent,Jack & Henry Prods./Killer Films
2020/6/12,-,I Still Believe,"$34,980","$10,274,352","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",$9.1M,1h 55m,Lionsgate Films,Kevin Downes
2020/6/12,-,The Gentlemen,"$5,290","$36,303,507","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",$36.5M,1h 53m,STX Films,Toff Guy
2020/6/12,-,Max Winslow and the House of Secrets,"$4,034","$7,795","Fantasy, Mystery & thriller",English,Sean Olson,,,1h 38m,,"Skipstone Pictures, Standing Room Only Cinema"
2020/6/12,-,Strike,"$3,151","$15,223",Comedy,English,Tommy Reid,,,1h 30m,,
2020/6/12,-,The Trip to Greece,"$2,855","$5,362","Comedy, Drama",English,Michael Winterbottom,"May 22, 2020",$7.7K,1h 52m,IFC Films,Revolution Films
2020/6/12,-,Sex and the Future,$565,"$1,805",Comedy,English,"Luis Carlos Hueck, Ethan Zvi Kaplan","Jun 5, 2020",$5.7K,1h 20m,Indican Pictures,Don Kap Productions
2020/6/12,-,The Fox Hunter,$271,"$1,051",Comedy,English,Patrick Shanahan,"Jun 5, 2020",$1.5K,1h 27m,Indican Pictures,Denim Buffalo Films
2020/6/12,-,True History Of The Kelly Gang,$232,"$33,666","Crime, Drama, Biography",English (Australia),Justin Kurzel,"Apr 24, 2020",$33.8K,2h 4m,IFC Films,"Screen Australia, Film4, Porchlight Films, Film Victoria, Daybreak Pictures, La Cinéfacture"
2020/6/12,-,How to Build a Girl,$21,"$70,258",Comedy,English (United Kingdom),Coky Giedroyc,,$70.5K,1h 42m,,"Film 4, Monumental Pictures, Lionsgate"
2020/6/19,-,Followed,"$246,704","$249,646",Horror,English,Antoine Le,"Jun 19, 2020",$538.1K,1h 37m,Global View Entertainment,"Branded Pictures Entertainment, Viscape Arts"
2020/6/19,-,Becky,"$179,860","$745,140","Romance, Comedy",,John P. McCarthy,"Nov 12, 1927",,58m,Metro-Goldwyn-Mayer,
2020/6/19,-,Infamous,"$140,388","$356,140","Drama, Lgbtq+",English,Douglas McGrath,"Oct 13, 2006",$1.2M,1h 58m,Warner Independent,Jack & Henry Prods./Killer Films
2020/6/19,-,The Wretched,"$116,570","$1,583,682",Drama,Hindi,Shlok Sharma,,,2h 18m,,
2020/6/19,-,StarDog and TurboCat,"$50,445","$50,445","Kids & family, Comedy, Adventure, Animation",English (United Kingdom),Ben Smith,"Jun 19, 2020",,1h 31m,Viva Kids,"Brilliant Casting, Red Star 3D, Kaleidoscope Entertainment, Metrol Technology, Screen Yorkshire, Head Gear Films, Particular Crowd"
2020/6/19,-,I Still Believe,"$27,946","$10,302,298","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",$9.1M,1h 55m,Lionsgate Films,Kevin Downes
2020/6/19,-,Max Winslow and the House of Secrets,"$4,108","$11,903","Fantasy, Mystery & thriller",English,Sean Olson,,,1h 38m,,"Skipstone Pictures, Standing Room Only Cinema"
2020/6/19,-,Babyteeth,"$3,783","$3,783","Comedy, Drama",English (Australia),Shannon Murphy,,$4.3K,1h 57m,,"Screen Australia, Whitefalk Films, Create NSW"
2020/6/19,-,The Gentlemen,"$2,118","$36,305,625","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",$36.5M,1h 53m,STX Films,Toff Guy
2020/6/19,-,The Trip to Greece,"$1,302","$6,664","Comedy, Drama",English,Michael Winterbottom,"May 22, 2020",$7.7K,1h 52m,IFC Films,Revolution Films
2020/6/19,-,Strike,$535,"$15,758",Comedy,English,Tommy Reid,,,1h 30m,,
2020/6/19,-,Sex and the Future,$391,"$2,196",Comedy,English,"Luis Carlos Hueck, Ethan Zvi Kaplan","Jun 5, 2020",$5.7K,1h 20m,Indican Pictures,Don Kap Productions
2020/6/19,-,How to Build a Girl,$374,"$70,632",Comedy,English (United Kingdom),Coky Giedroyc,,$70.5K,1h 42m,,"Film 4, Monumental Pictures, Lionsgate"
2020/6/19,-,True History Of The Kelly Gang,$150,"$33,816","Crime, Drama, Biography",English (Australia),Justin Kurzel,"Apr 24, 2020",$33.8K,2h 4m,IFC Films,"Screen Australia, Film4, Porchlight Films, Film Victoria, Daybreak Pictures, La Cinéfacture"
2020/6/26,-,Followed,"$149,883","$399,529",Horror,English,Antoine Le,"Jun 19, 2020",$538.1K,1h 37m,Global View Entertainment,"Branded Pictures Entertainment, Viscape Arts"
2020/6/26,-,Becky,"$127,349","$872,489","Romance, Comedy",,John P. McCarthy,"Nov 12, 1927",,58m,Metro-Goldwyn-Mayer,
2020/6/26,-,The Wretched,"$75,957","$1,659,639",Drama,Hindi,Shlok Sharma,,,2h 18m,,
2020/6/26,-,Infamous,"$68,805","$424,945","Drama, Lgbtq+",English,Douglas McGrath,"Oct 13, 2006",$1.2M,1h 58m,Warner Independent,Jack & Henry Prods./Killer Films
2020/6/26,-,StarDog and TurboCat,"$29,878","$80,323","Kids & family, Comedy, Adventure, Animation",English (United Kingdom),Ben Smith,"Jun 19, 2020",,1h 31m,Viva Kids,"Brilliant Casting, Red Star 3D, Kaleidoscope Entertainment, Metrol Technology, Screen Yorkshire, Head Gear Films, Particular Crowd"
2020/6/26,-,I Still Believe,"$16,023","$10,318,321","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",$9.1M,1h 55m,Lionsgate Films,Kevin Downes
2020/6/26,-,Max Winslow and the House of Secrets,"$8,367","$20,270","Fantasy, Mystery & thriller",English,Sean Olson,,,1h 38m,,"Skipstone Pictures, Standing Room Only Cinema"
2020/6/26,-,The Gentlemen,"$5,067","$36,310,692","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",$36.5M,1h 53m,STX Films,Toff Guy
